document	label
미개한 개돼지들 가수란 놈들이 무대에서 춤만 추는걸 발정난 돼지마냥 빨아재끼는 새133끼들이 어디서 진짜 아티스트를 비하하고있노그리고 고인모독하는 자체가 인간됨을 저버리는 일이다 느그 애123미애123비가 그렇게 하라고 가르치디?	3
"그냥 성매수해야겠다. 서로 돈주고 합의하에 하는 성관계잖음"	8
"그냥 교회자체가 사기다"	8
"위에 문슬람 줌마 부들부들ㅎㅎ"	2
웃긴놈의쉐끼	3
양아치새기들다나오네	3
"젖국이 가족이 단체로 앉았다 오면 되겠네 ㅋㅋ"	2
예쁜애들 데리고 맨날 이상한 컨셉시키는 sm...러시안룰렛때처럼만 해라. 러시안룰렛만 유툽 1억뷰 넘은거보고도 대중들이 뭘 원하는지 모르겠냐?? 예쁜 얼굴들 다 요상한 컨셉때문에 분장으로 다 가리고 뮤비는 애들은 안보여주고 정신없게 만들질 않나, 뮤비마다 그놈의 무표정 씬들은 왜그리많아 사람은 웃을때가 예쁜건데. 보고있자면 일부러 인기 없게하려고 노력하는거같음	8
잘됐다... 좋은 물에서 활보해야지	8
댓글이 g럴맞을땐 성비를 보라.	3,5
"헐 이새 ㄲ 뽕했네."	3
"북폭 북진통일이 답임"	8
남태현 생긴 ㅈㄴ ㅋㅋㅋㅋ 눈썹 ㅋㅋㅋㅋㅋㅋ	1,3
쫌만빼요 다 이뽕~~딱 쬠만~~♡♡♡	8
드라마 끝나면 와이프가 저 보며 한 숨 쉬는데 왜 그런건가요?	8
"관상은 음청 사이언스.... 생긴것도 엄청 쎄하더라니"	1
문재인이 MBC를 장악 한 이후로 대통령 닮아서 방송도 지 맘대로다.	2
"OOO\들 지들 짓거리를 남자들한테 떠넘기네 와"	8
너무 늙어서 늙병늙은이쉰내쩐낸남 개드러워서 미치겠음 존나추함	4
참나 어이가없네.... 레드벨벳이 상하나도 못탄다고? 이건 제3자가 봐도 너무 말이안되는 결과 아닌가..	8
이분 전드라마에서 황금빝내인생 여주인공이랑 썸타는식으로 예능에 많이 나오지 않앗슴???여주인공은 지금 존나 잘나가더만	8
"꼬우면 미세먼지 '밀도ㅋㅋㅋ' 높은 한국에서 꺼지고 느그 잘난 짱깨국으로 꺼져 OOOㅋ"	0
"틀딱 부대는 그네공주 똥이나 평생 딱다가 죽어라"	4
이슈만들려고 고름짜내는 방송국놈들 저프로 안봐	8
"일본 여행가서 스시녀 ㄸ먹고 얼싸 입싸 하는게 애국인기라!!!"	0
아고~~낄끼빠빠	8
"아프리카 돼지열병같은소리 히구자빠졌네"	8
소속사타령하는 애들은 뭐냐 ㅋㅋ 거의 1인기획사나 다름없는데인뎈ㅋㅋ	8
"종북좌파 는 항상 유출만 문제삼더라"	8
이만기래,ㅎㅎㅎㅎㅋㅋㅋ예가김경수와맞짱떳던 그놈이만기맞나? 울집멍멍이가 갑자기웃네	8
JTBC에 지상파 내주고 백의종군해라.	8
"솔직히 한혜연 너무 못 생김....ㅎ"	1
더러운XX들 한국남자들은 참으로 못닌족속이다 여자대하는게 여러나라비교해 젤후지다	0,5
한채아 전여자친구랑 똑같이 생겼다.. 참 누나가보고싶다	8
"노친네 꼰대들 좃냐 아주 신났네 빨갱이 타령 ㅋㅋ"	3,4
서강준 어울린다	8
이명박 다스 소송비 58억 삼성이대납...	8
"더러운 게이새기들 싸그리 모아다가 불태워 죽여주세요"	3,5
성매매 안해본 사람 ㄱ ㅈ 다	8
"이래서남조선은망한다"	8
딴따라 새끼들 월급제로 바꿔야 된다 돈을 너무 버니깐 괴물들이 계속 탄생하네	3
내노라 어허 거 내놓으라!	8
ㄷㄷ 지린다 의사출신변호사 천재네 이과문과 끝판왕이다	8
"아 진짜 생긴 걸로 뭐라고 안 하는데 박사방 놈들은 어패류 닮았냐"	1
ㅈㅇㅎ도 부산출신 아닌가 ?	8
"너들만 아는 노땅들의 이야기 .. ㅎ 자식들도 참 힘들겠다 ㅠ"	4
그냥 엔조이 잖아.....	8
"이참에 가슴에 호랑이 용 독사들도 한마리씩 부쳐줘라.."	8
어차피 제대로 항의도 못할거면 그냥 둬라... 우리도 맨날 일본 예능 배끼면서 컸는데...	8
"유치하기 짝이 없다 ㅋㅋㅋ 누구랑 쌩깠다고 동네방네 떠드는건 초딩이나 하는 짓인데"	8
엑소 오빠들 군대면제 좀	8
광식이동생 광태 인생영화였는데	8
"지금 홍어들 물 밖으로 나와서 단체로 서울 곳곳에 숨어있대요"	0
김동성 말년은 중풍이나 치매겠다밝히는 남자특징	5
연기인정	8
걱정마세요. 문재인 정부와 국민들이 지킵니다.. 이 사건은 명백한 이명박근혜 세력들의 음모입니다. 최근 박근혜 시절 블랙리스트들의 성추행 모함들이 빗발치네요... 강력하게 대응해야합니다. 이건 정치 공격입니다.	2
연하남의 정석. 귀엽다가 남자답다가. 눈빛 하나하나에 세포들이 미쳐 날뛰네ㅜ	8
누굴 지목 하면 하고 지목 안되면 안하냐 느그들 인맥자랑하냐	8
그 노력에 다이어트는 없...	8
"남이사 말린오징어를 만나던 꼴뚜기를 만나던 하여튼 이나라 오지랖 개쩐다 진짜"	8
팩트를 애기해주마 서지혜가 더 이뻤지만 연기력이 딸렸어 못떴음 신세경은 또래중에 연기력 탑급임	8
"생긴대로 논다고... 참 못되게 생겨가지고는.. 관상은 과학"	1
적당히해라33이고44고몸만말라서얼굴이가분수인건어쩔건데?	1
"광주, 전남북에서는 72.5% ,,, 전라도와 30~40대 맘충들이 가장 큰 문제"	5
역시 모든 범죄는 여자때문에 일어난다는걸 보여주는 드라마.	5
한빈아귀여워 우리한별공주님사랑해	8
짱깨네?	0
돈스파이크랑같이작업했다는지인이하는말. 라면하나끓여도 예술처럼끓인다고정말맛있다고	8
이상윤 꿀잼	8
솔직히 시즌1의 경우는 쉽게 라이브를 듣기 힘들고 공연이나 방송출연 빈도가 적은 이소라의 출연으로 화제가 되었고 잔잔한프로를 챙겨본거지 음반만 내면 온갖 티비프로에 다 나오고 방송만 틀면 나오는 박정현 김윤아 악뮤 노래를 듣고싶어서 볼까 싶다 시즌1의 느낌으로 갈거였음 박효신은 무조건 잡았어야해 박효신 발성이니 답답한 은색이니 뭐니 하는애들은 딱 눈의꽃까지만 박효신 음악들었던 애들이겠지	8
하정우 얼굴 피부가 안좋긴했지. 치료한거라는데	8
회사돈을 맘대로 써도 되나요?	8
"스친거아니에요.엉덩이 손으로 움켜진걸로알아요. 여자 즉각항의했어요"	8
선예남편 개부럽다 솔직히	8
"20만원짜리 60대이상 노인들 공공근로가 86%"	3
제목이 야해.	8
얼굴이 잘 생겼네	8
곧헤어지겠지 공개연애 부담스러워서 뻔하지	8
기러기자체가 난 이상하다자식들위해서만사나??부부는?? 돈만대주는기계도 아니고...참나 기러기 딱하다	8
"등신색....기가 대통령 하더만 동북아 홍어잦 됏뿟네.."	2,3
센스천재	8
아델 사진보고 섰다	8
"재앙시키가 친일의아들 틀딱 아니냐 누구보고 그너냐"	2,3,4
"중국넘들 뻔뻔한거 하루이틀일인가 뭐"	0
"자업자득 뿌린대로 거둔다 라는 말을 아베정권과, 자한당을 보면서 느낍니다"	8
"메갈돼지들 헬기방역이 시급하다"	1,5
"문죄인 참 잘하는 짓이다. 나라 말아 먹어!"	2
문재앙은 좌파한남! 탄핵!	2
그냥 안쌤네만 쭉보고싶음ㅜㅜ	8
우효광 입장에서도 한족여자랑 결혼하면 애 한명만 낳을수 있는데. 조선족 여자랑 결혼했으니(남한사람도 중국국적으로 바꾸면 조선족으로 편입) 두명까지 낳을 수 있겠네.	8
우리 위미 돌려내	8
완쾌하셔서 다음 대선에 출마하셔서 위기에 빠진 대한민국을 구해주세요	8
"에휴 그리 인물이 없어서.. 산으로 가네. 할배할매들이나 찍어줄까ㅋㅋ"	8
"님 왜 딴댓글에선 남자인척함;; 평소엔 한남까대다가 댓글에선 한남 따라하냐 ㅋㅋ 우웩"	0,5
"메에에에친 한국 ㅂㅂㅂ들 이러니족바리 장궤들한테맨날 당하는거다응ㅋㅋ"	2
"당연히 세금내야지! 노인네들 젊은청춘들 고혈짜서 놀고먹으면 안되지"	8
"이게 민주주의 국가냐 문산당과 짱깨는 물러나라"	0,2
강다니엘!! 역시 준비된스타인듯 너무비교되네~ 춤 얼굴 인성 다니엘급은없는듯	8
성형하고 용됐네.	8
이런프로그램애시당초만들지마라!ᆢ불협화음조장하는것도아니고...각자가정일각자알아서살아라!ᆢ살기싫음이혼하든가...징징징징...뭐하자는거야...	8
"거봐라. 헬조선이 어디 가냐? 불매운동? 풋!"	0
자영업자들이 망하는 이유는 저런거지.....이걸 정부 탓 남탓 하지마라	8
"댓글 나이대 봐라 ㅋㅋ 어휴 늙은이들아"	4
"네1339 전화해보시고검사해보세요 감기가 저는한달갓으니 감기일수도있어요"	8
인민재판 시작됐네 또.. 아니면 어쩔라고?	8
"차를 누가 디자인을 했길래 저렇게 생겼냐"	8
ㅋㅋㅋ조문왜감..으으..	8
한국여자들은 아직도 조센시대 여자들인가?ㅈ것들	0,3
이승기랑 장기하 출연부탁합니다 ^^	8
"왕따의 이유~ 못 생겨서 ㅠㅠ"	1
"딴다라들이그렇지뭐 벗고춤추는년들도 성매매출신이반이라든데"	2,3
"돼지세끼 주작부리고 있네 니네 인민이나 잘챙겨라. 너때문에 굶어죽게생겼잖아."	3
"지하철 기다리면서 가래침 뱉고 난리다 한심한 노인네들"	4
양준일 따위를 빠네 개돼지민국답네	0
노잼이면 꺼져야지 ㅇㅇ	8
"노친네들 청소시키고 세금 쥐어주는 것도 고용입니돠...훠훠훠......ㅋㅋ"	8
드라마만은 살리자 제발	8
뻥까구있네 김제똥 족같은 씩끼	3
성형핑크 방송에서 와꾸 보기싫어 극혐임	1
"밥쳐먹고 할일없어서 스타벅스가서 죽치는 아주매미들 그시간에 애들밥이나 챙겨주소"	5
"개신교신자가별똥별보는것도우상일지"	8
"서울, 경기 지역의 3,40대가 주요 지지층이네~~~"	8
"쪽바리에 🐕 친1년놈들은 끝까지 찾아 내어 죽여라"	0,3
아직도 무도 하나요?	8
조심스럽게 헤어졌다봐야..?ㅋㅋ	8
"김의겸 마누라하고 이미선 남편하고 불륜관계인거 아니냐 ㅋ ㅋㅋ"	8
일본가서 놀아라	8
ㅋㅋㅋㅋ봄철이다 뱀 조심해야지	8
북한이 그렇게 좋아?	8
"문재인 당신은 진정 국민들이 무슨 바보로 보이는가 ? 한심하다"	2
"아줌마들 화이팅 ~~!!"	8
이놈 에미넴보다 랩잘하나여?	8
"평소 복용했던 묘한 약들이 떨어지니.... 미친 틀딱들 피눈물 흘리겠네 !!!"	4
"허 누렁니보소 역겹다"	1
"역쉬 영국 신사는 다르네 뒷통수도"	8
이런 친구만 받아야 한다..개슬람들은 한국에 1도 동화가 안된다..아웃..	7
스토리가 궁상스러워서 안보고있어요.	8
"남자들아 좆되기 싫으면 혼자살아라 진짜 부탁한다"	8
몸은 그의 김정은	8
"개독교들...ㅉㅉㅉ"	7
솔직히 배우가 작품을 택했을때 열정이 없다면 하지 않았을터, 그런데 배우가 하차를 결심했다는건 얼마나 힘들었으면 하차를 했을까?이건 길게 말을 안해도 갑질이 있었을터...sbs출연 금지 . . . 나라도 안하겠다!!!드라마를 즐겨보는 시청자지만 아쉽네요~	8
악플좀 봐라 인간말종들 워너원빠순이들 쯧	5
"산쪼메 가서 먹왔는데."	8
이런섹기 다시나오면 배후가있다 전라도출신이거나	0,3
"가능합니다. 틀딱들은 투표 좀 하지마라. 살면 얼마나 더 산다고 ㅎ"	4
"안불안하게 생겼냐???"	8
생활연기 너무 잘해요!!!	8
여기 악플다는놈들 싸그리 잡아서 교도소보내자 사회격리필요함	8
이런 글에도 악플다는 것들은 악마새끼야?	3
안될놈은 안되구나	8
"골넣고 김정은 앞에가서 가운데 손가락 세우고 와라."	8
쿵쾅이들 난리네. 잘생긴 배우가 저랬으면 잘생겼으니 그랬을 수도 있죵하고 넘어갔을 것들이.	1,5
소화 가능이고 나발이고 그냥 못생겨서 안꼴림 ㅋㅋㅋ	1
"파리 같은 잡종 짱캐 새끼들..."	0,3
결혼한다는데 축하나 해줘라 저출산 나라에서 아이를 임신 했으니 애국자다. 그리구 이 사람 기사 그만 내 보내라 은퇴한다는데 왜 일반인 기사를 자꾸 쓰냐? 언론이 과도한 취재로 일반인 못 살게 구는 거냐?	8
"짱깨는 씨를 처말려야 됨"	0
"돼지 족 같어. ㅋㅋ 안예쁘고 발가락 사이가 아퍼."	1,3
주제를 떠나서 여자인 제가 이단어 맘에 안든다 여자가 뭐?	5
"한국남자들아 봤지?그니까 성추행같은거 하지말고 착하게살자"	0,5
보아는 결혼 안해요? 유민상 양상국 송병철 류근지 조세호 전현무 류정남 개그맨김지호 개그맨김수영 슬리피 옥택연 닉쿤 황찬성 개그맨김병선 김기리 김기열 개그맨홍현호 개그맨서태훈 개그맨김성원 어때여?	8
사랑합니다 고윤하♥	8
이동욱 살 조금만 쪘으면..넘 말라가고 있어ㅠㅠ	8
한 인간으로써 아버지로서 마약은 보기 안좋은꼴이지만 그걸 어떠쿵 저떠쿵 타인이 삿대질 할 필요가 있나? 누구한테 피해준것도 아닌데. 술, 도박, 마약은 스스로가 자멸한다. 니들 앞가림이나 신경써라 ㅂ신들아 낄낄	3
이판사판 주인공들 상 못받은 것 이해안간다.연기 정말 잘하는데~	8
얼빠진년등장	3
"재앙이 대가리 속엔 북괴 생각뿐이다. 남조선 경제 망하든 말든 신경쓰겠나?"	0,2
"정신 나자빠진 짱개. . . 년"	0,3
"북돼지한테보내!ㅂ ㅅ 들 지 랄 들하구있네! 북쪽에서는하루도못살것들이!즛즛즛"	1,3
워낙 국내선 유명한 유투버들이라 수입도 어마어마하네 ㄷㄷㄷ	8
"난 한남이라 여자새키 쳐맞는건 무시할거다ㅅㄱ"	2,3
"틀딱들또나셨네ㅋㅋㅋ댓그나이대봐라 냄시난그"	4
이놈이거 게이네	5
"생긴건 쪽제비 같은게"	1
"문재인도 곧 사라질 것이다"	2
진짜오글거리고 기승전 사랑타령달달만 도배ᆢᆢ이런걸보고 좋아하고매일기사나오는게 이상하ㆍ같은케이블예능보다시청룰도안나오는데 ᆢ손예진눈웃음연기 맨날똑같은데ᆢᆢ	8
모델의기본이 마른몸인데 일반인잣대를 들이대냐 그리고 가슴큰여자들 얼마나흉한지아냐	1,5
"바퀴벌래와 토착왜구는 밤에만 나타나는구나 ㅎㅎ"	2
"여자들은 지들이 벗으면 아름답고 이쁜 거고, 남자가 벗으면 역겹다는 거네..."	5
우리나라는 진짜 뭔 드라마공화국인듯 싶음 연말 연초에 특집방송 만들지도 않고 드라마 재방송만 주구장창ㅋ 케이블에 mbc드라마 채널이 따로있는데도 불구하고 지상파에서 이지랄	3
가족 여행비를 현지 단기 알바로 해결	8
"아니야... 악플러의 90퍼는 그성별이다. 남자는 그러려니 하지만 한녀는 물고늘어지지ㅋ"	0,5
"반대하는애들 한국당애들이냐 뭔생각인건지"	2
못생긴 메갈한녀들 열등감쩌네 ㅋㅋㅋㅋㅋ 이쁘기만하고만	1,5
드디어 짱개 아웃되서 좋아요.	0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅌㅌㅋㅋㅋㅋㅋㅌㅋㅋㅋ	8
"30-40대 틀딱들 극혐"	4
힘내시고 용기 내세여^^	8
"경남 민심은 노빠문빠 마을 말고는 다 등졌음ㅋㅋ"	8
스샤부터 발연기 냄새 난다~연기못하는 애들은 제발 쓰지말자	8
"신천지 사이비종교 해체시켜라 교주 이만희 사형시켜라"	7
기자가 이 영화를 보고 기사를 쓴거냐?제발 영화나 보고 쓰자...	8
그 자식... 비위 좋네!	8
최승호 사장 탄핵하자! 김태호피디님 건드리면 본부장뿐만 아니라 사장도 다 잘라버리자	8
"짱깨는 도둑이며 거짓말왕국이다"	0
와.. 열등감에 빠져서 여자들 다 부들부들되네..	5
저게 뭐라고 ㅋㅋㅋ 한명 빠질수도 있지 뭔 ㅋㅋㅋㅋㅋㅋ	8
"댓글이 전부 초딩수준 틀딱 부들부들 부르스"	4
"중권아 실업자 대드만 폐북질만 하냐 에라이 OOO야 OOO"	8
참 이 사건도 마약이네 ㅋㅋㅋ 한국에서 마약 구하기 쉽네?	8
라이브 보느라 효리네는 포기	8
너그러다 얼마안돼서 다시 연기자 하겠다고하면 빵쳐날린다ㅡㅡ.	8
"난 저년의 아랫 주뎅이를 찌져 *여버리고 싶은 맘이다"	3
"생긴 꼬라지 하곤...끼리끼리 모인다고...안봐도 비디오다..."	1
자식이무슨죄야 진짜 작작들좀 ㅈㄹ해 지들이 그입장이어봐	3
여자인생 한순간이다. . 불쌍하다 ㅠㅠ아깝다여자님아. .	8
"문홍어족!답다!죽기살기로 전라놈들만 챙기는구나!"	0,2
"문죄인 과 김경수와 공범이고. 선거법상 당선무효가 된다."	2
얼굴이 자연스럽지가 않고 어색하네 특히 웃는 모습이... 왜일까?	8
솔직히 공유 존나 못생겨가지고 눈은 높네. 공유는 딱 박나래정도가 맞는 클라스임~	1,3
몇일전에 신과함께 봤는데 오달수 나오닌까 보기 심히 안 좋더라	8
누구지 못알아보다 목소리 듣고 앎 아이돌인줄 알 정도로 어려졌던데?	8
"문재인 탄핵시키면 안돼?"	8
"너야말로 먼지때같이 생겼네 상식없는 소리 그만 해"	1
약쟁이 한명 또 골로 갔구만	8
임영웅 ♡♡♡♡♡	8
"518을 황교안이 저질렀냐? 왜 지룰들이야~"	3
오늘 너무 노 잼!!!!지수커플 나오면 재미없다!!!	8
화이팅~~고현정땜에 보기싫었는데박진희땜에 시청하고싶어졌어요~~	8
아줌마들이 미쳤구만 재내들은 니들 반응 보면서 허 이거 빨대 좀 꼽으면 돈맛 좀 보겠는데 하면서 눈물나게 고마운거지 처자식 먹여 살리려고 빡시게 회사서 일하는 남편들이 불쌍타	4,5
겁나 부럽다. 2살연하의 저 남자가....	8
"문재인 댓글부대들 또 시작되었구만"	2
"늙으면 쭈구리 되는구나. 늙기전에 성공하고 늙으면 추하니까 우리들은 늙지 말자."	4
흥궈신 믿습니다 ㅜㅜ	8
이수만 저새기 위력 세구나...멤버한명 빠지게하는거보니..미리알고있었다는 윤상은 이수만 양아들..탁현민 이수만한테 뇌물먹은거 조사필요	3
한국오지마 걍 존나 꺼지라고	3
개지ㅗ랄을 해요... ㅉㅉ 조선것들이 수준이 거기서 거기지 ㅋㅋㅋㅋㅋㅋ 트와이스 면상봐라ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0,1,3
술은마셨습니다 음주는 안했습니다뭔차이야ㆍ돈은 빌렷지만 안갚았습니다ㅋ	8
군대 못갈정도면 병원에서 살아라	8
"독재 김돼지 돼가는군"	8
이건진짜 오바다.걍 한번하고 끝내지 뽕을 뽑네 아주	8
틀딲새기가 동네시끄럽게	3,4
투깝스가 더 재미있는데!!!	8
구하라 수준도 알만하다.만난다는게 헤어디자이너나 만나고.	0
"그런 간사한 쪽바리들이 자일당에도 바글바들 하지요.."	0,2
연예인 전자발찌 2호 누가 될것인가ㅋㅋㅋ치열하구만ㅋㅋㅋ	8
"이지호 그 새끼 한국계로 위장했을 뿐이지. 사실 ""미국계 미국인""이라니까."	0,3
"피임, 여자 몫이라 생각하고 여자 탓 하지 마세요. 오늘따라 한국이 부끄럽습니다."	8
"중국은 한국 알기를 똘만이 정도 우한 괴질도 한국이 진원지라고 덮어씨우기 계획중이라는데"	8
"지한당 토착왜구 적패넘들 배아파 뒤지겠지 ㅋ"	2
그냥 연예계에서 퇴출이 답인듯	8
둘다 일반인 아니가??? 남자분은 그냥 뭔가 회사원같고 여자분은 그냥 전업주부같음	8
하얀거탑 말고 푸른거탑이 보고싶다	8
말아먹고 답 안나오니까 튐	8
아이고..할매여.....	8
원래 사생활이 더러울수록 직장에선 선비인척하고 순진한척함	8
한남이 조신하지 못하게 클럽을 가노 ㅋㅋㅋ	5
소속사에 정당한가격주고사라그럼깔끔하다	8
이새끼 삼시세끼서 몸보니까 특전사도갈몸이던데ㅋㅋ어휴 글면그르치ㅋㅋ	3
술취해서 울면 간강당하고 오해도 당하네요 조심하세요 여러분	8
위약금받으세요 와이지로부터	8
그러든지말든지	8
남자 노이해;;	8
"동성끼리 만져도 추행이냐?"	8
김래원 존 ㄴ 잘생겼어 ~~~~~~!!!너무너무 좋와요 ~~~~~~~!!!♥♥	8
"야 씹대들아 베트남총 교민이15만명이다 젓먹이 꼬맹 이까OOO야"	4
정가으 이혼? ㅋ 금방 방송나오네	8
"거기는 밤이 아니거든."	8
"똥돼지 날라리와 리구빠쨔 나 계속 쳐먹구 파안대소 계속하다 둘다 모가지나 부러져버려라"	1
고 어린것이랑 이것저것 부럽네ㅎㅎ	8
글쎄? 왜 지금 와서 ? YG?적당히 하자ㅠ대중이 그렇게 바보로 보이니? 보기싫다	8
남자애 인상 별로 안좋네	8
임신이벼슬인줄아는여자들에 비해 최고십니다	5
백사장 큰그림 모르냐...전국민 입맛 백사장화! 진짜 큰그림은 국민들이 모르네	8
"후진국이라 말하기엔 나라가 잘 살고 대국이라 말하기엔 마음이 좁아 한국이라 부른다"	0
수지야 라면먹고갈래?	8
"빵에 갈준비해라 좆재인"	2,3
두 분 정말 잘 어울리고 행복하게 잘 사실꺼 같아요^^♡	8
"넌 만졌다당 찍었지"	2
정신차려라...여자나 남자나 혼자사는게 좋다	8
"OOO 똑같이 너두맞아라 저ㅅ밥새끼들이 하여튼 여자나때리고 OOO"	3
장현수 이샛기는 레알 역적임 ㅡ.,ㅡ	3
톰크루즈에게 가서따져라들? 종교그만두라고왜?기독교들아 수준낮은 국민들아	7
그래그래 이쁜애들은 착하지 돼지련들은 꼴도 보기 싫다 성질이 전같아	3
짱깨부부 두명 사형 가즈아아아아	0
"미국, 양키 놈들 아~!! 니들 나라로 꺼져~!! 더러운 양키 놈들아~~!!"	6
개편해 ㅂㅅ———들아	3
떼창에 기절할듯 ㅋㅋㅋ 누님 단단히 기대하고 오세요	8
"그럼 걍 그지 돼믄 돼지 굴꿀이들아!!! ㅋㅋㅋ 걍 밥만먹고 떨어져라 돼지들아~~~"	1
이런식으로피해자한테또상처를주네....	8
저 손짓 안해본사람있나? 난 또 뭐라고 ㅋㅋㅋ	8
"개 똘아이 뇌는 있니? 짱깨가 짱깨국 빨리 망하라고 발악을 하는구나"	0
유흥업소에 나가는 여자가 가만히 있다가 미투하는것은 너무 웃기는 얘기같음	8
........	8
카메라맨 범임아닌지요	8
"전치3주면 얼굴이 퉁퉁 부어서 엄청 아픈거다.."	8
"쌩둥맞게 한국인 여성이?"	8
"남녀모두 거시기가서면 상관읍다. ㅋ"	8
"훠훠훠 마스크 벗고 다니쉽시오 가벼운 감기증상입니다"	8
래퍼들은 어떤경우에도 쫄지않는 스웩이 있어야 합니다.	8
"요즘 길거리 여자들 옷을 입은건지 벗은건지 너무 보기 싫던데 단속좀 하자"	5
"게이도별루지만 개독교는 더 별루야"	7
흥국이형 진짜 꽃뱀들 때문에 얼마나 억울하고 분통하시겠어요... 정의는 반드시 승리할거라 믿어요 예전처럼 방송에 자주 나오셨으면 좋겠다.... 빌어먹을 꽃뱀들이 미투를 이용해서 남자들 다 없애버리려고 하네	8
"니새끼 니 부모도 니 눈앞에어 처절하게 죽길바란다"	3
일진은 일하면 안되나? 사회생활에서 사고쳤나? 저엇밥들아 쳐맞고다닌게 자랑이냐 저엇밥들아	3
잘했다는게 아니라..그래도 생업인데...그만둘순 없잖아? 니들은 음주운전 하다 걸리면 회사고 사회생활이고 접고 집에세 자숙하니??	8
"오로지 이만희 밖에 모르는 이단 악마집단."	7
"문쩝쩝~문쩝쩝~ 쉰나는노래~너도 한번 잣돼보자 쿵꾸따리 꿍꾸따 차리차차"	2
"쿵쾅이들이 재대로 된 속옷을 입어봤자 머함? 이쁜애들이나 어울리는거지."	1,5
부자집 아들처럼 귀티나게 잘생겼내..효도해라 잘낳아주신 부모님께	8
누나이쁘다 ㅎ 저랑결혼하실래요?	8
와 중국은 부부 싸움도 클래스가 다르네.. 짱깨들 ㅋㅋ	0
뮤지 얼굴이랑 목소리랑 매치가 안된다. 얼굴은 노래 진짜 못하게 생겼는데 이상하다.	8
"재벌을 적폐로 모는 한국에서 기업 하지말고 벳남으로 가라."	8
"짱깨 망하는게 대수냐? 문재앙 대한민국은 더 망하고 있다"	0,2
끼는 여자가 부리고 있는 거 같은데여..?ㅎㅎ	8
"섬문조사에 의하면 2.30대여성중 10명중 8명이 페미란다."	8
통역 제발 바꾸길. 매니저일도 같이한다고 방송에서 그러더만 센스도 없고 답답하고 어휴.	8
"하아 내년 만기다 좀만 참자"	8
얘들 군대 아무도 안갔지? ㅋㅋ	8
"혜택 많이 받는 전라도에 입국시켜라~~!!"	8
양아치조폭같으니....요즘같은세상에 어디서 폭력입니까 대낮에 술먹고 부끄러운줄아세요	8
리얼대박 꿀잼이무송씨 다시바야겠어요 매너남이글보고 노사연 언니 질투하심 어쩌나요^^	8
근데 유재석한테 못생긴형이랑하던데,유재석 보다 김종국이 더못생기지않앗나요? ㅋㅋㅋㅋㅋ	8
노총각인줄 알았는데돌싱이었네	8
"그네가 침대3개를 쓰는 미스테리가 우선 아닐까?국민세금으로 비아그라 발정제는 어떤용도?"	2
"왜 남자만욕먹나 돈준다고 따라간 성매매 김치련들도 잘못이지"	0,3,5
여자 진짜 조까이 생겼네	1,3
좌파년 결혼하네	2,3
그냥 동네 아줌마	8
송중기빠들 송혜교한테 악플좀 그만다세요 ㅋ 나이먹고 추잡스러운짓 ㅈㄴ하네	3,4
"무식한틀딱들스마트폰뺏고묻어야된다"	4
230대들께 할머니가 부탁드립니다 새나라를 만들어 주세요 꼭부탁합니다 당신의 아내 딸이 될 수있잔아요	8
"아 제발 코인노래방 좀 가쟈 시.l발 문재인 세.l끼야!!"	2,3
여적여라고 빅뱅팬이랑 띠면 이길수있겠냐?	5
민사소송해서 전노민씨가 돈 돌려줄 의무가 없다고 결론이 났다는 건데, 이걸 사기죄로 고소?? 흠... 그건 그렇고, 기자님, 민사소송에서 승소, 패소 아니면 일부승소(패소)지, '혐의없음'은 또 뭔가요?? 보다 전문적인 기사 기대합니다.	8
강간 살인?? 미국은 어메이징..00	8
박보검 싱그럽다 반면 상대배우 젊고싱싱한애넘치는데 왜하필 결혼한 아줌마냐	4
여자도 아니고 더 있다가 해도 괜찮지 뭐.	5
살은 뺐는데 머리살은 어떻게 못하나봄..가분수같애	1
미국인으로 키울거야? 한국인으로 키울거야?	8
유전자검사 해봐라 mb손자 아니냐?	8
빨간물니 서서히 드는게 안타깝습니다. 딴따라는 뭐 돈받고 인기몰이가 더 우선이겠지만 말입니다.	8
너와 결혼까지 생각햇어~~예~~~예이예~~불럿으면 대박이엇을텐데	8
"한국에도 이제는 북한 살인마 돼지색키한테 정보 보고 들어가는데 한국 오겠나"	1,3
"개신교 썩은 종교 ~~~ 성폭력 ~~빤스목사 등"	7
"홍합,전복,조개 넣고 냄비에다가 라면끓여먹어야징. 오징어는냄새나니까 넣지말아야징 ㅋㅋ"	8
행복끝~ 불행시작~	8
술 취해서 남자 집에는 왜또가서 술쳐먹노	8
"맘충들 지발등을 찍다. 엄벌에 처하라"	5
"후아 5~60대 할배들 댓글이 절반을 넘는다.... 주옥순은 지지하는가??? 궁금하다"	8
이준기살빼니까 늙어보임	1
"반장깜인 개독쟁이한테 너무 많은걸 바라지말아라."	7
얼라리.... 지 고모부 처형하고 지 이복형 창부살인한 일급 살인자랑 대체 왜 이러는 거냐???? 이거 레알 실화? 얼탱이가 ...	8
"좀 무너져도 짱께 망하는 길이면 감래할란다."	0
"진짜 어마어마한 똥 우리국민들 얼굴에만 펴바르게 생겼네...ㅡㅡ"	1
